Member_number,Date,itemDescription
3947,5/12/2014,cocoa drinks
3947,5/12/2014,red/blush wine
3948,15-06-2015,ham
3948,15-06-2015,rolls/buns
3948,17-09-2014,bottled beer
3948,20-02-2014,waffles
3948,10/4/2014,soda
3948,15-06-2015,whole milk
3948,15-06-2015,rum
3948,17-09-2014,whole milk
3948,20-02-2014,shopping bags
3948,10/4/2014,whole milk
3948,8/4/2014,whipped/sour cream
3948,20-02-2014,sparkling wine
3948,15-06-2015,berries
3948,15-06-2015,cleaner
3948,8/4/2014,toilet cleaner
3949,1/4/2015,other vegetables
3949,1/4/2015,bottled water
3950,1/10/2015,white bread
3950,5/12/2015,chocolate
3950,12/5/2015,yogurt
3950,12/5/2015,chicken
3950,11/12/2014,napkins
3950,1/10/2015,tropical fruit
3950,5/12/2015,herbs
3950,12/5/2015,bottled water
3950,12/5/2015,whole milk
3950,11/12/2014,whole milk
3950,22-01-2014,cat food
3950,12/5/2015,flour
3950,5/12/2015,chocolate
3950,12/5/2015,detergent
3950,22-01-2014,white bread
3952,30-10-2015,sausage
3952,27-07-2014,other vegetables
3952,4/11/2014,beef
3952,3/4/2014,butter
3952,30-10-2015,brown bread
3952,27-07-2014,abrasive cleaner
3952,4/11/2014,soda
3952,3/4/2014,rolls/buns
3952,30-10-2015,meat spreads
3953,10/1/2015,pork
3953,13-05-2015,sausage
3953,19-05-2014,soda
3953,10/1/2015,berries
3953,13-05-2015,pip fruit
3953,19-05-2014,root vegetables
3953,13-05-2014,red/blush wine
3953,13-05-2015,brown bread
3953,13-05-2014,bottled beer
3954,21-01-2015,frankfurter
3954,10/2/2015,canned beer
3954,21-01-2015,beef
3954,21-01-2015,frozen fish
3954,10/2/2015,onions
3954,21-01-2015,rice
3954,21-01-2015,napkins
3955,28-08-2015,sausage
3955,23-11-2015,whipped/sour cream
3955,28-08-2015,beverages
3955,28-08-2015,canned beer
3955,23-11-2015,root vegetables
3955,28-08-2015,whole milk
3956,15-08-2014,soda
3956,20-05-2014,hamburger meat
3956,19-12-2014,butter milk
3956,26-10-2014,domestic eggs
3956,1/1/2014,yogurt
3956,15-08-2014,margarine
3956,20-05-2014,chocolate
3956,19-12-2014,root vegetables
3956,26-10-2014,sugar
3956,1/1/2014,shopping bags
3956,7/8/2014,margarine
3956,1/1/2014,waffles
3956,20-05-2014,processed cheese
3956,1/1/2014,chocolate
3956,7/8/2014,canned fish
3956,26-10-2014,Instant food products
3957,15-02-2015,whole milk
3957,15-05-2015,frankfurter
3957,15-05-2015,frankfurter
3957,15-05-2015,beef
3957,15-05-2015,domestic eggs
3957,29-07-2014,chicken
3957,3/10/2014,rolls/buns
3957,19-07-2014,canned vegetables
3957,20-07-2014,tropical fruit
3957,15-02-2015,frozen potato products
3957,15-05-2015,hard cheese
3957,15-05-2015,processed cheese
3957,15-05-2015,curd
3957,15-05-2015,shopping bags
3957,29-07-2014,bottled water
3957,3/10/2014,bottled water
3957,19-07-2014,root vegetables
3957,20-07-2014,curd
3957,19-07-2014,cake bar
3957,1/9/2014,salty snack
3957,20-07-2014,salt
3957,15-02-2015,fruit/vegetable juice
3957,20-07-2014,bottled water
3957,1/9/2014,newspapers
3958,27-10-2015,curd
3958,4/3/2015,citrus fruit
3958,4/11/2015,soda
3958,27-10-2015,brown bread
3958,4/3/2015,rolls/buns
3958,4/11/2015,rolls/buns
3959,12/4/2015,white bread
3959,27-05-2015,pip fruit
3959,5/10/2015,tropical fruit
3959,5/7/2014,hamburger meat
3959,21-05-2014,rolls/buns
3959,27-05-2015,pip fruit
3959,12/4/2015,popcorn
3959,27-05-2015,sliced cheese
3959,5/10/2015,domestic eggs
3959,5/7/2014,whipped/sour cream
3959,21-05-2014,instant coffee
3959,27-05-2015,dishes
3959,3/12/2014,sparkling wine
3959,3/12/2014,softener
3960,25-03-2015,tropical fruit
3960,20-06-2015,frankfurter
3960,21-10-2015,canned beer
3960,21-09-2015,frankfurter
3960,21-10-2015,pork
3960,23-01-2014,baking powder
3960,14-05-2014,curd
3960,15-02-2014,root vegetables
3960,21-09-2015,whole milk
3960,25-03-2015,root vegetables
3960,20-06-2015,long life bakery product
3960,21-10-2015,processed cheese
3960,21-09-2015,whole milk
3960,21-10-2015,root vegetables
3960,23-01-2014,frozen potato products
3960,14-05-2014,whipped/sour cream
3960,15-02-2014,whipped/sour cream
3960,21-09-2015,specialty bar
3960,14-05-2014,margarine
3960,15-02-2014,rolls/buns
3960,21-10-2015,snack products
3960,21-10-2015,sugar
3960,15-02-2014,rolls/buns
3961,5/3/2015,sausage
3961,24-12-2015,yogurt
3961,18-12-2014,tropical fruit
3961,23-06-2014,butter
3961,5/3/2015,finished products
3961,24-12-2015,bottled water
3961,18-12-2014,soda
3961,23-06-2014,bottled water
3961,24-12-2015,processed cheese
3961,23-06-2014,bottled water
3962,18-09-2015,tropical fruit
3962,20-09-2015,sausage
3962,28-05-2015,pork
3962,18-09-2015,hamburger meat
3962,15-11-2014,rolls/buns
3962,13-12-2014,white bread
3962,18-09-2015,coffee
3962,20-09-2015,sauces
3962,28-05-2015,yogurt
3962,18-09-2015,sliced cheese
3962,15-11-2014,butter
3962,13-12-2014,rolls/buns
3962,28-05-2015,coffee
3962,18-09-2015,whipped/sour cream
3963,17-09-2015,whole milk
3963,21-02-2015,other vegetables
3963,26-01-2015,sausage
3963,21-02-2015,other vegetables
3963,21-09-2014,citrus fruit
3963,1/6/2014,candy
3963,17-09-2015,pork
3963,21-02-2015,liquor (appetizer)
3963,26-01-2015,meat spreads
3963,21-02-2015,specialty bar
3963,21-09-2014,whipped/sour cream
3963,1/6/2014,domestic eggs
3963,21-02-2015,candles
3963,21-02-2015,red/blush wine
3964,11/3/2014,root vegetables
3964,30-01-2014,root vegetables
3964,11/3/2014,bottled water
3964,30-01-2014,pastry
3964,11/3/2014,whipped/sour cream
3965,30-12-2014,tropical fruit
3965,20-03-2014,rolls/buns
3965,16-10-2014,sausage
3965,30-12-2014,semi-finished bread
3965,20-03-2014,rolls/buns
3965,16-10-2014,domestic eggs
3965,21-09-2014,yogurt
3965,21-09-2014,white bread
3966,11/1/2015,tropical fruit
3966,1/6/2015,frankfurter
3966,7/4/2014,root vegetables
3966,19-06-2014,root vegetables
3966,7/1/2014,whole milk
3966,11/1/2015,whole milk
3966,1/6/2015,root vegetables
3966,7/4/2014,whipped/sour cream
3966,19-06-2014,frozen vegetables
3966,7/1/2014,canned beer
3966,7/4/2014,shopping bags
3967,30-05-2015,pasta
3967,23-11-2015,whole milk
3967,21-01-2015,butter
3967,20-02-2014,other vegetables
3967,23-01-2014,hard cheese
3967,7/3/2014,chocolate
3967,10/10/2014,root vegetables
3967,30-05-2015,yogurt
3967,23-11-2015,whole milk
3967,21-01-2015,root vegetables
3967,20-02-2014,whipped/sour cream
3967,23-01-2014,rolls/buns
3967,7/3/2014,soda
3967,10/10/2014,shopping bags
3967,30-05-2015,specialty bar
3967,23-11-2015,sauces
3968,12/11/2015,dessert
3968,12/11/2015,newspapers
3968,5/11/2014,bottled beer
3968,12/11/2015,white bread
3968,5/11/2014,frozen vegetables
3969,5/3/2015,root vegetables
3969,5/9/2014,whole milk
3969,5/3/2015,rolls/buns
3969,5/9/2014,waffles
3969,5/9/2014,dog food
3970,2/11/2014,berries
3970,2/11/2014,processed cheese
3971,30-12-2015,brown bread
3971,17-06-2015,tropical fruit
3971,19-10-2015,frankfurter
3971,17-06-2015,sausage
3971,4/2/2014,chocolate marshmallow
3971,11/11/2014,bottled beer
3971,30-12-2015,bottled beer
3971,17-06-2015,hamburger meat
3971,19-10-2015,rolls/buns
3971,17-06-2015,zwieback
3971,4/2/2014,whole milk
3971,11/11/2014,whole milk
3971,17-06-2015,specialty cheese
3971,17-06-2015,domestic eggs
3971,4/2/2014,whole milk
3972,8/6/2015,canned beer
3972,3/4/2014,frankfurter
3972,4/5/2014,rice
3972,7/4/2014,baking powder
3972,14-08-2014,pip fruit
3972,8/6/2015,bottled water
3972,3/4/2014,UHT-milk
3972,4/5/2014,chewing gum
3972,7/4/2014,butter
3972,14-08-2014,hard cheese
3972,9/10/2014,soda
3972,14-08-2014,candy
3972,4/5/2014,rolls/buns
3972,9/10/2014,hygiene articles
3973,10/6/2015,rolls/buns
3973,27-07-2015,curd
3973,28-01-2015,root vegetables
3973,2/9/2015,pip fruit
3973,2/9/2015,canned beer
3973,3/2/2014,turkey
3973,28-06-2014,other vegetables
3973,10/6/2015,curd
3973,27-07-2015,coffee
3973,28-01-2015,butter
3973,2/9/2015,hygiene articles
3973,2/9/2015,coffee
3973,3/2/2014,fruit/vegetable juice
3973,28-06-2014,pickled vegetables
3973,10/6/2015,cat food
3973,3/2/2014,domestic eggs
3974,5/3/2015,frankfurter
3974,19-06-2015,sausage
3974,25-08-2014,whole milk
3974,5/3/2015,sliced cheese
3974,19-06-2015,curd
3974,25-08-2014,bottled water
3975,27-02-2015,hamburger meat
3975,27-02-2015,tropical fruit
3975,29-04-2014,soda
3975,29-04-2014,liquor
3976,20-09-2015,chicken
3976,8/5/2015,packaged fruit/vegetables
3976,5/8/2014,tropical fruit
3976,5/10/2014,other vegetables
3976,25-10-2014,sliced cheese
3976,13-03-2014,other vegetables
3976,20-09-2015,bottled water
3976,8/5/2015,onions
3976,5/8/2014,yogurt
3976,5/10/2014,rolls/buns
3976,25-10-2014,pasta
3976,13-03-2014,onions
3976,5/10/2014,specialty cheese
3977,16-04-2015,whole milk
3977,1/2/2014,brown bread
3977,16-04-2015,yogurt
3977,1/2/2014,butter milk
3977,1/2/2014,oil
3977,1/2/2014,frozen meals
3978,23-07-2015,sausage
3978,6/9/2014,baking powder
3978,23-07-2015,beef
3978,6/9/2014,baking powder
3978,6/9/2014,mustard
3979,16-09-2015,citrus fruit
3979,26-02-2014,canned fish
3979,16-09-2015,ham
3979,26-02-2014,ice cream
3980,9/4/2015,yogurt
3980,16-09-2015,rolls/buns
3980,16-09-2015,root vegetables
3980,31-05-2014,pip fruit
3980,9/4/2015,citrus fruit
3980,16-09-2015,root vegetables
3980,16-09-2015,pastry
3980,31-05-2014,soda
3980,9/4/2015,pastry
3980,16-09-2015,cake bar
3980,16-09-2015,canned fish
3981,2/10/2015,domestic eggs
3981,25-12-2015,finished products
3981,2/10/2015,dessert
3981,25-12-2015,spread cheese
3982,28-01-2015,soda
3982,29-09-2015,root vegetables
3982,25-07-2015,sausage
3982,27-05-2014,meat
3982,22-11-2014,jam
3982,13-02-2014,canned beer
3982,30-10-2014,pip fruit
3982,28-01-2015,liquor (appetizer)
3982,29-09-2015,salt
3982,25-07-2015,yogurt
3982,27-05-2014,dessert
3982,22-11-2014,brown bread
3982,13-02-2014,dessert
3982,30-10-2014,beverages
3982,22-11-2014,yogurt
3983,20-07-2015,chicken
3983,9/9/2015,butter milk
3983,9/9/2015,chocolate
3983,9/9/2015,berries
3983,20-07-2015,butter milk
3983,9/9/2015,sweet spreads
3983,9/9/2015,butter
3983,9/9/2015,long life bakery product
3983,20-07-2015,sugar
3983,9/9/2015,napkins
3983,9/9/2015,white bread
3984,3/2/2015,frankfurter
3984,3/2/2015,liver loaf
3984,2/9/2014,other vegetables
3984,3/2/2015,canned vegetables
3984,3/2/2015,condensed milk
3984,2/9/2014,soft cheese
3985,20-01-2015,bottled water
3985,18-02-2015,beverages
3985,24-07-2015,liver loaf
3985,23-10-2015,candy
3985,23-10-2015,whole milk
3985,22-06-2014,beverages
3985,20-01-2015,bottled beer
3985,18-02-2015,canned beer
3985,24-07-2015,canned beer
3985,23-10-2015,cling film/bags
3985,23-10-2015,whipped/sour cream
3985,22-06-2014,cake bar
3985,23-10-2015,newspapers
3985,24-07-2015,candy
3985,23-10-2015,baking powder
3986,23-07-2015,coffee
3986,25-07-2015,tropical fruit
3986,18-11-2015,yogurt
3986,26-05-2015,meat
3986,25-07-2015,curd
3986,23-07-2015,bottled water
3986,25-07-2015,whole milk
3986,18-11-2015,citrus fruit
3986,26-05-2015,citrus fruit
3986,25-07-2015,other vegetables
3986,8/9/2014,oil
3986,8/9/2014,chewing gum
3987,19-08-2015,other vegetables
3987,18-06-2015,sausage
3987,17-06-2015,citrus fruit
3987,19-08-2015,whole milk
3987,31-08-2014,ham
3987,19-08-2015,root vegetables
3987,18-06-2015,pip fruit
3987,17-06-2015,pastry
3987,19-08-2015,domestic eggs
3987,31-08-2014,yogurt
3987,17-06-2015,rolls/buns
3989,23-09-2014,meat
3989,18-10-2014,chicken
3989,23-09-2014,root vegetables
3989,18-10-2014,rolls/buns
3989,26-04-2014,ready soups
3989,26-04-2014,baking powder
3990,16-05-2014,salty snack
3990,16-05-2014,butter
3991,3/7/2014,kitchen towels
3991,3/7/2014,margarine
3992,15-11-2014,cream cheese 
3992,12/4/2014,specialty bar
3992,15-11-2014,UHT-milk
3992,12/4/2014,dessert
3993,18-02-2015,rolls/buns
3993,18-02-2015,butter milk
3993,18-02-2015,fruit/vegetable juice
3994,2/12/2014,soft cheese
3994,2/12/2014,onions
3995,26-06-2015,other vegetables
3995,26-06-2015,soda
3995,26-06-2015,pip fruit
3995,26-06-2015,brown bread
3996,31-08-2015,ham
3996,27-11-2014,beef
3996,30-05-2014,whole milk
3996,31-08-2015,other vegetables
3996,27-11-2014,tropical fruit
3996,30-05-2014,soda
3997,12/10/2015,pork
3997,9/6/2015,pork
3997,19-07-2015,curd cheese
3997,22-11-2014,whole milk
3997,12/10/2015,bottled beer
3997,9/6/2015,herbs
3997,19-07-2015,mustard
3997,22-11-2014,curd
3997,19-07-2015,bottled water
3997,22-11-2014,bottled beer
3998,23-01-2015,other vegetables
3998,28-03-2015,yogurt
3998,14-12-2015,chicken
3998,10/9/2014,root vegetables
3998,8/1/2014,ice cream
3998,11/8/2014,yogurt
3998,28-03-2015,hard cheese
3998,23-01-2015,citrus fruit
3998,28-03-2015,other vegetables
3998,14-12-2015,berries
3998,10/9/2014,canned fish
3998,8/1/2014,Instant food products
3998,11/8/2014,frozen vegetables
3998,28-03-2015,rolls/buns
3998,14-12-2015,whipped/sour cream
3998,10/9/2014,hygiene articles
3998,8/1/2014,long life bakery product
3999,15-11-2015,dessert
3999,6/2/2015,whole milk
3999,19-04-2015,yogurt
3999,16-11-2015,frozen meals
3999,19-05-2015,dessert
3999,19-04-2015,sausage
3999,15-11-2015,domestic eggs
3999,6/2/2015,processed cheese
3999,19-04-2015,whipped/sour cream
3999,16-11-2015,rolls/buns
3999,19-05-2015,fruit/vegetable juice
3999,19-04-2015,onions
3999,6/2/2015,curd cheese
4001,21-06-2015,tropical fruit
4001,30-03-2015,butter
4001,11/6/2014,dessert
4001,21-06-2015,soda
4001,30-03-2015,candy
4001,11/6/2014,soda
4001,21-06-2015,margarine
4001,30-03-2015,candy
4002,3/9/2015,tropical fruit
4002,28-08-2015,canned beer
4002,30-04-2015,sausage
4002,24-08-2014,pork
4002,8/7/2014,curd
4002,13-01-2014,seasonal products
4002,3/9/2015,whole milk
4002,28-08-2015,whole milk
4002,30-04-2015,white wine
4002,24-08-2014,butter milk
4002,8/7/2014,yogurt
4002,13-01-2014,flour
4002,3/9/2015,vinegar
4002,13-01-2014,domestic eggs
4003,23-12-2015,pork
4003,21-11-2015,whole milk
4003,14-11-2014,liver loaf
4003,23-12-2015,citrus fruit
4003,21-11-2015,root vegetables
4003,14-11-2014,processed cheese
4003,21-12-2014,shopping bags
4003,14-11-2014,canned beer
4003,21-12-2014,detergent
4004,19-04-2015,coffee
4004,10/5/2015,tropical fruit
4004,10/5/2015,sausage
4004,10/5/2015,ham
4004,10/5/2015,root vegetables
4004,19-04-2015,citrus fruit
4004,10/5/2015,turkey
4004,10/5/2015,pastry
4004,10/5/2015,pasta
4004,10/5/2015,soda
4005,13-05-2014,rolls/buns
4005,13-05-2014,mustard
4005,13-05-2014,newspapers
4005,13-05-2014,vinegar
4006,18-12-2015,coffee
4006,2/7/2015,canned beer
4006,14-06-2015,sausage
4006,25-11-2014,pet care
4006,18-12-2015,butter
4006,18-12-2015,whipped/sour cream
4006,2/7/2015,newspapers
4006,14-06-2015,root vegetables
4006,25-11-2014,napkins
4006,18-12-2015,other vegetables
4006,14-06-2015,kitchen towels
4006,2/7/2015,shopping bags
4007,23-12-2015,citrus fruit
4007,13-03-2015,tropical fruit
4007,5/10/2014,salt
4007,9/12/2014,bottled beer
4007,23-12-2015,white bread
4007,13-03-2015,bottled water
4007,5/10/2014,ice cream
4007,9/12/2014,specialty chocolate
4007,5/10/2014,yogurt
4007,5/10/2014,canned beer
4007,23-12-2015,white bread
4007,13-03-2015,cream cheese 
4008,4/5/2015,herbs
4008,19-05-2015,meat
4008,14-10-2014,other vegetables
4008,18-12-2014,tropical fruit
4008,4/5/2015,pip fruit
4008,19-05-2015,root vegetables
4008,14-10-2014,shopping bags
4008,18-12-2014,canned fish
4008,19-05-2015,margarine
4009,14-07-2015,tropical fruit
4009,14-07-2015,whole milk
4009,18-09-2014,canned fish
4009,19-02-2014,frozen vegetables
4009,21-12-2014,butter
4009,14-07-2015,dish cleaner
4009,14-07-2015,yogurt
4009,18-09-2014,whole milk
4009,19-02-2014,cream cheese 
4009,21-12-2014,soda
4009,14-07-2015,newspapers
4010,29-12-2015,pork
4010,29-12-2015,rolls/buns
4010,11/8/2014,yogurt
4010,29-12-2015,yogurt
4010,29-12-2015,brown bread
4010,11/8/2014,other vegetables
4011,28-08-2014,oil
4011,28-08-2014,other vegetables
4012,16-05-2015,pork
4012,4/4/2015,semi-finished bread
4012,16-05-2015,meat
4012,16-05-2015,whole milk
4012,4/4/2015,nuts/prunes
4012,16-05-2015,salty snack
4012,10/11/2014,canned beer
4012,16-05-2015,whole milk
4012,4/4/2015,butter
4012,16-05-2015,frozen potato products
4012,16-05-2015,processed cheese
4012,4/4/2015,ice cream
4012,16-05-2015,rolls/buns
4012,10/11/2014,cream cheese 
4013,18-03-2015,sausage
4013,21-07-2014,tropical fruit
4013,23-12-2014,canned vegetables
4013,4/8/2014,canned beer
4013,18-03-2015,root vegetables
4013,21-07-2014,specialty cheese
4013,23-12-2014,popcorn
4013,4/8/2014,yogurt
4013,18-03-2015,bottled beer
4014,15-11-2015,soda
4014,31-07-2014,other vegetables
4014,1/2/2014,soda
4014,15-11-2015,citrus fruit
4014,31-07-2014,pip fruit
4014,1/2/2014,shopping bags
4014,27-05-2014,yogurt
4014,27-05-2014,misc. beverages
4015,27-03-2015,citrus fruit
4015,10/1/2015,curd
4015,20-02-2015,yogurt
4015,20-02-2015,other vegetables
4015,17-02-2014,canned beer
4015,10/11/2014,whole milk
4015,18-12-2014,hamburger meat
4015,27-03-2015,other vegetables
4015,10/1/2015,whole milk
4015,20-02-2015,soft cheese
4015,20-02-2015,salt
4015,17-02-2014,bottled beer
4015,10/11/2014,pastry
4015,18-12-2014,yogurt
4015,2/5/2014,rolls/buns
4015,27-03-2015,brown bread
4015,2/5/2014,shopping bags
4016,21-04-2015,pork
4016,23-07-2014,coffee
4016,21-04-2015,yogurt
4016,23-07-2014,brown bread
4016,23-07-2014,whole milk
4016,23-07-2014,sweet spreads
4017,13-08-2015,pork
4017,4/11/2015,bottled beer
4017,11/10/2015,sausage
4017,28-08-2014,soda
4017,13-08-2015,pork
4017,4/11/2015,butter
4017,11/10/2015,yogurt
4017,28-08-2014,soda
4018,17-11-2015,yogurt
4018,28-04-2015,hamburger meat
4018,27-09-2014,sausage
4018,28-02-2014,yogurt
4018,30-10-2014,specialty bar
4018,23-11-2014,soda
4018,17-11-2015,yogurt
4018,28-04-2015,whole milk
4018,27-09-2014,frozen vegetables
4018,28-02-2014,whipped/sour cream
4018,30-10-2014,bottled water
4018,23-11-2014,napkins
4018,21-02-2014,newspapers
4018,28-02-2014,long life bakery product
4018,28-02-2014,hard cheese
4018,21-02-2014,newspapers
4018,30-10-2014,dental care
4019,24-07-2015,rolls/buns
4019,5/2/2015,pastry
4019,6/8/2015,pork
4019,19-03-2015,herbs
4019,28-08-2015,whole milk
4019,14-10-2014,beverages
4019,31-10-2014,root vegetables
4019,18-05-2014,chewing gum
4019,24-07-2015,margarine
4019,5/2/2015,meat
4019,6/8/2015,sliced cheese
4019,19-03-2015,grapes
4019,28-08-2015,sauces
4019,14-10-2014,yogurt
4019,31-10-2014,rum
4019,18-05-2014,bottled water
4019,24-07-2015,domestic eggs
4020,11/4/2015,yogurt
4020,1/12/2014,whole milk
4020,11/4/2015,bottled beer
4020,1/12/2014,frozen potato products
4020,11/4/2015,napkins
4021,31-10-2014,yogurt
4021,9/9/2014,yogurt
4021,31-10-2014,other vegetables
4021,9/9/2014,other vegetables
4021,23-04-2014,newspapers
4021,23-04-2014,napkins
4022,31-07-2015,chicken
4022,24-04-2015,chicken
4022,10/7/2014,roll products 
4022,31-07-2015,yogurt
4022,24-04-2015,herbs
4022,10/7/2014,oil
4022,24-04-2015,soda
4022,10/7/2014,UHT-milk
4023,21-01-2015,ice cream
4023,21-01-2015,soda
4024,16-10-2015,pork
4024,11/3/2015,ice cream
4024,16-10-2015,pork
4024,21-11-2014,liver loaf
4024,15-10-2014,other vegetables
4024,30-03-2014,white bread
4024,22-11-2014,yogurt
4024,16-10-2015,margarine
4024,11/3/2015,grapes
4024,16-10-2015,other vegetables
4024,21-11-2014,bottled beer
4024,15-10-2014,butter
4024,30-03-2014,UHT-milk
4024,22-11-2014,dog food
4025,27-04-2015,other vegetables
4025,4/11/2015,pip fruit
4025,4/11/2015,yogurt
4025,10/4/2014,sausage
4025,3/5/2014,other vegetables
